pause_sec,log_pause,rms_before,rms_after,rms_ratio,energy_slope,rate_before,rate_after,rate_delta,last_segment_dur,segment_dur_ratio,vowel_energy_ratio,word_dur_ratio,n_segments,segment_variability,spectral_flux,pitch_mean,pitch_drop,voiced_fraction,y,source
0.8,-0.210721,0.245234,0.219029,1.11964,-0.0155459,5.0,7.5,2.5,0.01,1.0,1.00841,1.0,2,0.0,0.0253132,124.911,17.0765,0.842105,0,dudh
0.06,-2.65926,0.203172,0.125754,1.61562,-3.67631e-05,2.5,5.0,2.5,0.12,1.04348,1.38792,1.04348,2,0.00707107,0.040515,120.712,8.03211,0.473684,0,dudh
0.0,-4.60517,0.110386,0.129456,0.852683,0.00903763,10.0,2.5,-7.5,0.07,1.0,2.03509,1.0,4,0.0489898,0.0318648,188.504,93.6591,0.315789,0,dudh
0.03,-3.21888,0.101486,0.141329,0.718081,0.00142334,25.0,7.5,-17.5,0.01,0.55,1.15016,0.55,11,0.0208893,0.0504499,222.222,0.0,0.0526316,0,dudh
0.03,-3.21888,0.0520325,0.187294,0.277811,0.00194669,5.0,5.0,0.0,0.03,0.529412,1.30715,0.529412,3,0.064291,0.0189564,400.0,0.0,0.0526316,0,dudh
0.0,-4.60517,0.226105,0.142029,1.59195,0.0065461,5.0,10.0,5.0,0.17,1.7,1.40426,1.7,2,0.0989949,0.0321717,114.534,6.38871,0.789474,0,dudh
1.71,0.542324,0.185987,0.117498,1.58288,-0.0187942,7.5,5.0,-2.5,0.02,0.24,1.65859,0.24,3,0.0550757,0.0368911,130.85,27.1864,0.684211,1,dudh
0.0,-4.60517,0.134549,0.0454404,2.96095,0.0121618,5.0,5.0,0.0,0.16,1.77778,1.88206,1.77778,2,0.0989949,0.0184882,196.72,-21.0464,0.526316,0,dudh
0.28,-1.23787,0.109358,0.146685,0.745521,0.000538955,5.0,10.0,5.0,0.15,1.55172,3.37373,1.55172,3,0.0550757,0.0268811,145.245,21.8434,0.526316,1,dudh
0.0,-4.60517,0.146618,0.0917555,1.5979,0.00171165,5.0,7.5,2.5,0.18,1.44,4.14697,1.44,2,0.0777817,0.0381128,230.449,0.0,0.263158,0,dudh
0.0,-4.60517,0.170227,0.160913,1.05787,-0.00907797,5.0,5.0,0.0,0.06,0.571429,2.83323,0.571429,2,0.0636396,0.0528851,230.449,-236.074,0.263158,0,dudh
0.0,-4.60517,0.237977,0.0324607,7.331,-0.00985157,5.0,5.0,0.0,0.21,1.4,1.52176,1.4,2,0.0848528,0.0169919,140.106,80.2576,0.736842,0,dudh
0.0,-4.60517,0.170074,0.193942,0.87693,0.0192077,5.0,2.5,-2.5,0.08,0.96,1.53955,0.96,3,0.0650641,0.0217601,199.623,251.356,0.473684,0,dudh
0.0,-4.60517,0.178178,0.176417,1.00998,0.00206295,5.0,5.0,0.0,0.06,0.642857,1.65625,0.642857,3,0.0351188,0.0373697,127.368,-62.1363,0.526316,0,dudh
0.0,-4.60517,0.179824,0.0691604,2.60007,0.00444232,5.0,10.0,5.0,0.09,0.9,1.63471,0.9,3,0.0264575,0.0436479,297.318,-308.046,0.157895,0,dudh
0.07,-2.52573,0.0407636,0.0652174,0.625033,0.00123611,7.5,5.0,-2.5,0.06,1.125,1.72834,1.125,3,0.0404145,0.0134995,0.0,0.0,0.0,0,dudh
0.0,-4.60517,0.0221566,0.0965924,0.22938,-0.00193293,5.0,2.5,-2.5,0.04,0.545455,3.00265,0.545455,3,0.0305505,0.00579627,0.0,0.0,0.0,0,dudh
0.75,-0.274437,0.10876,0.210498,0.516674,0.00695671,7.5,0.0,-7.5,0.16,2.56,1.93117,2.56,4,0.0670199,0.0255027,86.6485,0.0,0.105263,0,dudh
0.38,-0.941609,0.0790861,0.21802,0.362746,0.00784126,2.5,7.5,5.0,0.12,1.33333,7.49723,1.33333,2,0.0424264,0.0133356,207.792,0.0,0.0526316,0,dudh
0.0,-4.60517,0.1991,0.294119,0.676934,0.016678,7.5,2.5,-5.0,0.1,1.30435,1.45625,1.30435,3,0.0404145,0.0423198,127.603,0.0,0.473684,0,dudh
0.0,-4.60517,0.129814,0.134377,0.966039,0.0137682,2.5,0.0,-2.5,0.09,0.6,1.82887,0.6,2,0.0848528,0.019449,130.044,0.0,0.105263,0,dudh
1.64,0.500775,0.164969,0.122906,1.34223,-0.0101986,2.5,12.5,10.0,0.24,1.65517,1.92602,1.65517,2,0.13435,0.0161065,101.931,1.36571,0.368421,1,dudh
0.0,-4.60517,0.0863512,0.0894812,0.965009,0.00910777,2.5,5.0,2.5,0.15,1.0,3.25868,1.0,1,0.0,0.0185232,97.8676,0.0,0.105263,0,dudh
0.45,-0.776529,0.0891995,0.127113,0.701728,-0.0078928,5.0,7.5,2.5,0.05,0.357143,3.02875,0.357143,2,0.127279,0.0252655,121.212,0.0,0.0526316,0,dudh
0.0,-4.60517,0.118058,0.0997518,1.18351,-0.00224427,2.5,5.0,2.5,0.24,1.0,2.08378,1.0,1,0.0,0.0228537,99.5055,-0.47641,0.421053,0,dudh
0.0,-4.60517,0.0912091,0.102881,0.886542,-0.0025526,2.5,5.0,2.5,0.28,1.0,2.39484,1.0,1,0.0,0.0178612,99.6246,-0.859291,0.315789,0,dudh
0.0,-4.60517,0.100705,0.0563075,1.78845,0.00445092,5.0,10.0,5.0,0.11,1.5,1.38851,1.5,3,0.0404145,0.012882,161.412,-18.208,0.473684,0,dudh
0.15,-1.83258,0.0317508,0.151319,0.209825,0.00160797,10.0,5.0,-5.0,0.07,1.07692,2.99949,1.07692,4,0.0544671,0.0100992,121.209,0.0,0.263158,1,dudh
0.0,-4.60517,0.168137,0.098702,1.70346,0.0100543,2.5,7.5,5.0,0.16,1.03226,2.8832,1.03226,2,0.00707107,0.0289567,124.7,36.2685,0.631579,0,dudh
0.0,-4.60517,0.134413,0.125021,1.07512,0.00926954,7.5,7.5,0.0,0.07,0.777778,1.71402,0.777778,3,0.043589,0.0296317,95.6658,-15.3171,0.315789,0,dudh
0.0,-4.60517,0.150725,0.118745,1.2693,0.0067954,5.0,7.5,2.5,0.09,1.03846,1.56606,1.03846,3,0.0450925,0.0310299,101.966,-21.448,0.473684,0,dudh
0.0,-4.60517,0.165702,0.134606,1.23101,-0.00417818,7.5,2.5,-5.0,0.06,0.96,1.62969,0.96,4,0.0368556,0.0353687,111.439,-15.5188,0.578947,0,dudh
0.0,-4.60517,0.1443,0.138979,1.03828,-0.00476505,7.5,5.0,-2.5,0.07,0.875,1.62076,0.875,3,0.0264575,0.0364561,115.421,-5.60315,0.473684,0,dudh
0.0,-4.60517,0.139383,0.0893737,1.55954,0.00385304,7.5,2.5,-5.0,0.12,1.33333,1.42931,1.33333,3,0.03,0.0208938,109.444,9.08787,0.684211,0,dudh
0.54,-0.597837,0.0285693,0.213043,0.1341,0.000338093,2.5,0.0,-2.5,0.08,0.666667,1.81157,0.666667,2,0.0565685,0.00787787,84.6561,0.0,0.0526316,1,dudh
0.09,-2.30259,0.0900841,0.271492,0.33181,-0.00845723,0.0,2.5,2.5,0.28,1.0,1.57682,1.0,1,0.0,0.00895536,151.488,1.03757,0.631579,0,dudh
0.0,-4.60517,0.117588,0.300182,0.391722,0.0128693,2.5,2.5,0.0,0.07,0.7,2.12374,0.7,2,0.0424264,0.0183306,180.197,65.6045,0.789474,0,dudh
0.0,-4.60517,0.267615,0.201613,1.32737,-0.0204486,2.5,5.0,2.5,0.27,1.0,1.65533,1.0,1,0.0,0.0369325,174.421,-43.0663,0.736842,0,dudh
0.0,-4.60517,0.203986,0.185694,1.0985,-0.0123111,5.0,10.0,5.0,0.04,0.444444,1.78759,0.444444,3,0.0953939,0.0416044,163.068,21.3955,0.578947,0,dudh
0.0,-4.60517,0.137176,0.0590151,2.32438,-0.00592231,7.5,2.5,-5.0,0.02,0.857143,1.32097,0.857143,3,0.0057735,0.0216544,124.596,59.4248,0.736842,0,dudh
0.16,-1.77196,0.0331794,0.223135,0.148696,0.00165437,2.5,5.0,2.5,0.09,0.642857,1.79277,0.642857,2,0.0707107,0.0150496,118.444,0.0,0.105263,1,dudh
0.09,-2.30259,0.213576,0.240576,0.887767,-0.0147374,2.5,0.0,-2.5,0.29,1.0,1.76809,1.0,1,0.0,0.0406017,151.136,-56.5178,0.631579,0,dudh
0.59,-0.510826,0.132385,0.120758,1.09627,-0.0138128,2.5,5.0,2.5,0.2,1.0,1.73318,1.0,1,0.0,0.0168417,106.327,8.85825,0.578947,0,dudh
0.0,-4.60517,0.122671,0.162929,0.752907,-0.00416008,7.5,5.0,-2.5,0.22,2.75,1.68182,2.75,3,0.121244,0.0158338,132.137,-25.701,0.842105,0,dudh
0.0,-4.60517,0.205956,0.0909987,2.26326,-0.00754097,5.0,0.0,-5.0,0.22,2.2,1.83412,2.2,3,0.108167,0.0251779,129.291,-4.55489,0.789474,0,dudh
0.99,0.0,0.156105,0.107506,1.45204,-0.00217084,2.5,10.0,7.5,0.08,1.77778,1.25662,1.77778,2,0.0494975,0.026824,158.095,-81.8577,0.842105,0,dudh
0.0,-4.60517,0.113545,0.242277,0.468658,-0.00298326,2.5,0.0,-2.5,0.3,1.0,1.58429,1.0,1,0.0,0.00876532,138.82,33.612,0.842105,0,dudh
0.0,-4.60517,0.213468,0.234593,0.909945,0.0174354,2.5,0.0,-2.5,0.1,1.0,1.22365,1.0,1,0.0,0.0271584,118.981,-29.0022,0.578947,0,dudh
0.0,-4.60517,0.261205,0.222167,1.17571,-0.00625669,5.0,0.0,-5.0,0.06,0.5,1.34449,0.5,2,0.0848528,0.0331643,126.924,20.4214,1.0,0,dudh
0.0,-4.60517,0.212505,0.0634406,3.34961,-0.00329506,0.0,2.5,2.5,0.01,1.0,1.0,1.0,40,0.0,0.0345057,127.249,-4.14738,0.894737,0,dudh
1.63,0.494696,0.0427581,0.225869,0.189304,-0.0025849,2.5,0.0,-2.5,0.28,1.0,2.33918,1.0,1,0.0,0.0128248,315.817,-6.27451,0.157895,1,dudh
0.34,-1.04982,0.188653,0.217599,0.866973,-0.00789836,0.0,0.0,0.0,0.01,1.0,1.0,1.0,40,0.0,0.023706,132.066,-63.0111,0.789474,0,dudh
0.0,-4.60517,0.282342,0.208062,1.357,-0.00540172,0.0,0.0,0.0,0.01,1.0,1.0,1.0,40,0.0,0.0185065,120.858,4.23874,0.947368,0,dudh
0.0,-4.60517,0.06489,0.207445,0.312805,-0.000780473,2.5,2.5,0.0,0.02,0.16,1.61861,0.16,2,0.148492,0.0218655,0.0,0.0,0.0,0,dudh
0.13,-1.96611,0.155859,0.238498,0.6535,-0.0165217,0.0,7.5,7.5,0.3,1.0,1.55641,1.0,1,0.0,0.0289104,160.507,-10.6479,1.0,1,dudh
0.0,-4.60517,0.211148,0.161359,1.30855,0.0215157,10.0,5.0,-5.0,0.11,2.29167,2.01949,2.29167,5,0.0481664,0.0240069,174.315,0.0,0.421053,0,dudh
0.0,-4.60517,0.0653792,0.0894585,0.730825,-0.00746414,2.5,7.5,5.0,0.01,0.0666667,2.14868,0.0666667,2,0.19799,0.0100923,126.062,-155.149,0.210526,0,dudh
0.0,-4.60517,0.0443102,0.132718,0.333864,-0.00469305,2.5,7.5,5.0,0.01,0.0740741,1.9935,0.0740741,2,0.176777,0.00997547,242.424,0.0,0.0526316,0,dudh
0.15,-1.83258,0.196818,0.183031,1.07532,-0.00223072,2.5,2.5,0.0,0.02,1.0,1.00509,1.0,1,0.0,0.0240954,130.57,55.0971,0.315789,0,dudh
0.0,-4.60517,0.21124,0.234059,0.902505,0.00937371,5.0,0.0,-5.0,0.16,1.84615,1.48034,1.84615,3,0.0750555,0.0331671,92.3248,2.15147,0.315789,0,dudh
0.0,-4.60517,0.223928,0.227182,0.98567,-0.000596561,2.5,2.5,0.0,0.3,1.0,1.20155,1.0,1,0.0,0.0159224,93.526,-2.22512,0.421053,0,dudh
0.0,-4.60517,0.245299,0.146988,1.66882,-0.00381001,2.5,5.0,2.5,0.24,1.65517,1.40568,1.65517,2,0.13435,0.0137202,103.172,12.2612,1.0,0,dudh
0.23,-1.42712,0.0900266,0.204603,0.440005,-0.00706703,2.5,2.5,0.0,0.22,1.57143,2.56154,1.57143,2,0.113137,0.00896591,107.929,-39.0033,0.526316,1,dudh
0.18,-1.66073,0.184483,0.230519,0.800291,0.0162154,2.5,0.0,-2.5,0.19,1.46154,3.17932,1.46154,2,0.0848528,0.0311709,114.841,-18.5535,0.368421,0,dudh
0.03,-3.21888,0.206367,0.233802,0.882653,0.0163647,2.5,2.5,0.0,0.15,0.967742,1.59252,0.967742,2,0.00707107,0.0226989,128.987,283.461,0.473684,0,dudh
1.47,0.392042,0.0827839,0.138103,0.599432,-0.0043511,0.0,2.5,2.5,0.17,1.0,1.33119,1.0,1,0.0,0.0415149,69.8157,10.1089,0.157895,0,dudh
0.0,-4.60517,0.163174,0.22214,0.734549,-0.00381411,5.0,7.5,2.5,0.22,1.91304,3.32659,1.91304,2,0.148492,0.035962,103.039,0.0,0.157895,0,dudh
0.0,-4.60517,0.151784,0.201456,0.753431,0.00359754,7.5,5.0,-2.5,0.03,0.3,3.009,0.3,3,0.121244,0.0343655,166.431,50.5586,0.263158,0,dudh
0.0,-4.60517,0.195115,0.137983,1.41404,-0.0152144,7.5,7.5,0.0,0.02,0.307692,1.88696,0.307692,4,0.0704746,0.0327541,153.375,-277.454,0.473684,0,dudh
0.0,-4.60517,0.171743,0.0944251,1.81881,0.00359275,7.5,7.5,0.0,0.08,0.857143,1.7383,0.857143,3,0.070946,0.0284134,159.638,100.426,0.263158,0,dudh
0.05,-2.81341,0.124284,0.306084,0.406043,-0.0117112,5.0,2.5,-2.5,0.23,2.3,2.60638,2.3,3,0.112694,0.0191239,94.688,-10.2235,0.421053,0,dudh
0.31,-1.13943,0.201408,0.298737,0.674195,-0.0236068,2.5,2.5,0.0,0.25,1.72414,1.88404,1.72414,2,0.148492,0.0210586,190.337,11.1824,0.684211,0,dudh
0.0,-4.60517,0.180801,0.345666,0.523049,-0.0171246,0.0,2.5,2.5,0.25,1.0,1.46019,1.0,1,0.0,0.0228335,269.104,0.0,0.210526,0,dudh
0.61,-0.478036,0.234086,0.195559,1.197,-0.0219763,2.5,2.5,0.0,0.28,1.0,1.15032,1.0,1,0.0,0.0370355,262.648,48.6855,0.947368,0,dudh
0.0,-4.60517,0.232719,0.316935,0.734277,-0.0229594,0.0,0.0,0.0,0.3,1.0,1.15378,1.0,1,0.0,0.0270209,177.834,60.8414,0.526316,0,dudh
0.3,-1.17118,0.0182267,0.320253,0.0569133,-0.00119214,2.5,0.0,-2.5,0.07,0.482759,1.85748,0.482759,2,0.106066,0.00544513,330.213,0.0,0.105263,0,dudh
0.06,-2.65926,0.0707149,0.231432,0.305552,-0.00831849,0.0,5.0,5.0,0.29,1.0,1.8063,1.0,1,0.0,0.00904622,190.738,-118.77,0.473684,0,dudh
0.03,-3.21888,0.27946,0.309048,0.904261,-0.0218104,2.5,0.0,-2.5,0.31,1.0,1.52292,1.0,1,0.0,0.0233577,214.853,-101.311,0.736842,0,dudh
0.0,-4.60517,0.289925,0.267858,1.08238,-0.00322449,0.0,0.0,0.0,0.01,1.0,1.0,1.0,40,0.0,0.0314602,131.688,10.7255,1.0,0,dudh
0.0,-4.60517,0.288663,0.0889812,3.24406,-0.00517718,2.5,7.5,5.0,0.21,1.75,1.61292,1.75,2,0.127279,0.025456,147.099,-36.1336,1.0,0,dudh
0.0,-4.60517,0.221675,0.254102,0.872384,0.0104838,7.5,0.0,-7.5,0.08,1.28,1.79362,1.28,4,0.060208,0.0512538,129.693,20.4254,0.421053,0,dudh
0.0,-4.60517,0.250467,0.198067,1.26455,0.00356969,2.5,12.5,10.0,0.28,1.86667,1.49938,1.86667,2,0.183848,0.0296593,128.012,-10.2517,0.947368,0,dudh
0.0,-4.60517,0.318486,0.175185,1.81799,-0.00880793,12.5,5.0,-7.5,0.03,1.25,1.05952,1.25,5,0.00894427,0.0293644,123.02,11.3354,0.947368,1,dudh
0.7,-0.34249,0.0827784,0.231812,0.357091,-0.00189923,2.5,5.0,2.5,0.11,0.733333,1.722,0.733333,2,0.0565685,0.0268337,110.392,4.56795,0.105263,1,dudh
0.14,-1.89712,0.126698,0.294328,0.430464,-0.0130657,5.0,2.5,-2.5,0.01,0.0689655,2.49875,0.0689655,2,0.190919,0.0164149,218.17,-72.1264,0.526316,0,dudh
0.0,-4.60517,0.22533,0.158817,1.4188,0.00742143,0.0,2.5,2.5,0.01,1.0,1.0,1.0,40,0.0,0.0202178,140.185,-62.8368,0.947368,0,dudh
0.0,-4.60517,0.25868,0.146627,1.7642,-0.00339926,0.0,2.5,2.5,0.01,1.0,1.0,1.0,40,0.0,0.0335362,123.813,16.9674,1.0,1,dudh
0.0,-4.60517,0.233474,0.147355,1.58442,-0.00191594,2.5,2.5,0.0,0.01,1.0,1.0,1.0,1,0.0,0.0253473,118.374,11.0963,0.947368,0,dudh
0.0,-4.60517,0.147355,0.259827,0.567125,0.0129883,2.5,12.5,10.0,0.1,0.645161,1.37235,0.645161,2,0.0777817,0.0300321,110.975,0.0,0.315789,0,dudh
0.0,-4.60517,0.236616,0.293896,0.8051,-0.00906537,5.0,0.0,-5.0,0.05,1.66667,1.18172,1.66667,2,0.0282843,0.0257947,114.727,8.80576,1.0,1,dudh
1.49,0.405465,0.216217,0.345581,0.625662,-0.0192694,5.0,2.5,-2.5,0.04,0.615385,1.25515,0.615385,2,0.0353553,0.0310849,135.16,24.2233,0.789474,0,dudh
0.0,-4.60517,0.220624,0.261462,0.843806,-0.0104258,5.0,2.5,-2.5,0.03,0.230769,1.59599,0.230769,2,0.141421,0.041635,181.976,-8.65848,0.421053,0,dudh
0.97,-0.0202027,0.128641,0.280413,0.458753,-0.0108714,2.5,7.5,5.0,0.31,1.0,2.53097,1.0,1,0.0,0.0121714,103.223,4.64697,0.684211,1,dudh
0.0,-4.60517,0.254644,0.296627,0.858462,0.0227626,5.0,2.5,-2.5,0.14,1.27273,2.32785,1.27273,2,0.0424264,0.0439424,139.42,26.2298,0.578947,0,dudh
0.0,-4.60517,0.302883,0.285525,1.06079,0.0159911,5.0,2.5,-2.5,0.1,0.769231,1.42383,0.769231,2,0.0424264,0.0367084,131.482,-49.4941,0.894737,0,dudh
0.0,-4.60517,0.228367,0.176587,1.29322,-0.0187523,5.0,7.5,2.5,0.01,0.0869565,1.29823,0.0869565,2,0.148492,0.0442462,155.667,16.8768,0.578947,0,dudh
0.0,-4.60517,0.242908,0.135089,1.79812,-0.00182003,7.5,5.0,-2.5,0.18,3.42857,1.75269,3.42857,4,0.085,0.0508436,121.267,18.4495,0.789474,0,dudh
0.0,-4.60517,0.120663,0.0512661,2.35361,4.63163e-05,5.0,7.5,2.5,0.05,0.714286,1.45597,0.714286,3,0.072111,0.029437,142.962,0.0,0.210526,0,dudh
0.61,-0.478036,0.0705067,0.319971,0.220353,0.00202174,5.0,7.5,2.5,0.1,2.5,1.3057,2.5,3,0.0519615,0.0124441,95.1188,6.61217,0.315789,0,dudh
0.63,-0.446287,0.165397,0.258935,0.638756,-0.0142343,0.0,0.0,0.0,0.11,1.0,1.21418,1.0,1,0.0,0.0199079,171.037,-25.9258,0.789474,1,dudh
0.0,-4.60517,0.300319,0.14933,2.01109,0.0022354,10.0,2.5,-7.5,0.12,2.18182,1.44809,2.18182,4,0.0479583,0.0498331,131.514,-21.1464,0.842105,0,dudh
0.14,-1.89712,0.167067,0.127424,1.3111,-0.0159157,2.5,5.0,2.5,0.16,1.06667,2.69921,1.06667,2,0.0141421,0.0389903,112.201,12.8751,0.631579,0,dudh
0.92,-0.0725707,0.015998,0.250506,0.0638625,-0.000864683,5.0,2.5,-2.5,0.02,0.24,1.81533,0.24,3,0.109697,0.00561303,319.333,-177.715,0.210526,0,dudh
0.0,-4.60517,0.32967,0.160864,2.04935,0.00104692,2.5,5.0,2.5,0.17,1.0,1.362,1.0,1,0.0,0.0613286,152.56,10.0022,0.789474,0,dudh
0.0,-4.60517,0.271711,0.188608,1.4406,0.00390225,0.0,2.5,2.5,0.01,1.0,1.0,1.0,40,0.0,0.0398392,132.245,-7.62535,1.0,0,dudh
0.0,-4.60517,0.210933,0.154828,1.36237,0.00107847,0.0,2.5,2.5,0.01,1.0,1.0,1.0,40,0.0,0.0209302,128.092,5.63647,1.0,0,dudh
0.0,-4.60517,0.141886,0.147077,0.964703,0.013902,7.5,2.5,-5.0,0.08,1.33333,2.0687,1.33333,4,0.0439697,0.0249273,122.12,0.0,0.315789,0,dudh
0.0,-4.60517,0.149603,0.179294,0.834393,-0.00585175,2.5,2.5,0.0,0.03,0.214286,1.22511,0.214286,2,0.155563,0.0278516,124.486,14.9347,0.263158,0,dudh
0.0,-4.60517,0.195067,0.205579,0.94886,0.00610561,2.5,5.0,2.5,0.17,1.21429,1.45125,1.21429,2,0.0424264,0.0247182,166.68,-26.6957,0.789474,0,dudh
0.0,-4.60517,0.231865,0.205323,1.12926,0.00903478,5.0,2.5,-2.5,0.07,0.583333,1.6119,0.583333,2,0.0707107,0.0414488,184.222,-21.8708,0.473684,0,dudh
0.0,-4.60517,0.304581,0.17609,1.72968,0.00137047,5.0,2.5,-2.5,0.19,1.46154,1.46325,1.46154,2,0.0848528,0.0671048,172.767,62.2099,0.947368,0,dudh
0.0,-4.60517,0.294387,0.0884479,3.32833,0.00196744,2.5,2.5,0.0,0.24,1.77778,1.49343,1.77778,2,0.148492,0.0460902,148.939,24.254,1.0,0,dudh
0.0,-4.60517,0.285626,0.194144,1.4712,-0.00775494,2.5,10.0,7.5,0.29,1.0,1.61325,1.0,1,0.0,0.0295056,161.114,-3.86821,1.0,1,dudh
0.0,-4.60517,0.214777,0.141205,1.52101,0.00707828,0.0,2.5,2.5,0.01,1.0,1.0,1.0,40,0.0,0.0333107,144.989,23.4215,1.0,0,dudh
0.0,-4.60517,0.104791,0.145443,0.720494,-0.00502732,2.5,5.0,2.5,0.02,0.148148,1.35359,0.148148,2,0.162635,0.0246144,110.928,1.44475,0.315789,0,dudh
0.43,-0.820981,0.145797,0.230496,0.632534,0.00604514,2.5,5.0,2.5,0.1,0.645161,2.38034,0.645161,2,0.0777817,0.0325012,220.13,-7.92906,0.368421,0,dudh
0.03,-3.21888,0.256179,0.0705323,3.63203,0.0226337,2.5,7.5,5.0,0.11,0.709677,1.75659,0.709677,2,0.0636396,0.0514759,136.92,0.0,0.526316,0,dudh
0.0,-4.60517,0.0705323,0.217658,0.324049,0.00356171,10.0,5.0,-5.0,0.06,0.827586,2.68355,0.827586,4,0.0537742,0.0222188,109.998,0.0,0.105263,0,dudh
0.03,-3.21888,0.178162,0.258817,0.68837,-0.0159797,5.0,2.5,-2.5,0.21,1.5,2.76388,1.5,2,0.0989949,0.027915,121.859,-21.159,0.684211,0,dudh
0.63,-0.446287,0.0482775,0.258935,0.186446,-0.0043571,2.5,7.5,5.0,0.31,1.0,2.46868,1.0,1,0.0,0.00705145,0.0,0.0,0.0,0,dudh
0.04,-2.99573,0.25094,0.361036,0.695054,-0.0114346,2.5,0.0,-2.5,0.27,1.86207,1.5039,1.86207,2,0.176777,0.0242837,115.075,5.96241,0.894737,0,dudh
0.0,-4.60517,0.182851,0.224239,0.815425,-0.0204685,0.0,5.0,5.0,0.27,1.0,1.33621,1.0,1,0.0,0.0336296,159.129,0.0,0.263158,0,dudh
0.08,-2.40795,0.228307,0.242618,0.941011,0.00685317,5.0,5.0,0.0,0.17,1.64516,2.17402,1.64516,3,0.0702377,0.0466849,153.287,-38.9998,0.736842,0,dudh
0.0,-4.60517,0.194784,0.200957,0.969273,0.0174696,5.0,5.0,0.0,0.07,0.608696,1.62873,0.608696,2,0.0636396,0.0436689,136.723,0.0,0.315789,0,dudh
0.0,-4.60517,0.263927,0.179944,1.46671,0.00638457,5.0,5.0,0.0,0.07,0.84,1.7076,0.84,3,0.011547,0.0748067,128.819,13.8331,0.736842,0,dudh
0.0,-4.60517,0.179944,0.194149,0.926831,0.0104293,5.0,10.0,5.0,0.11,0.758621,1.77913,0.758621,2,0.0494975,0.0418307,137.339,0.0,0.473684,0,dudh
0.0,-4.60517,0.194114,0.108775,1.78452,-0.00224525,5.0,5.0,0.0,0.11,1.375,2.04541,1.375,3,0.0608276,0.0484083,146.409,35.6268,0.368421,0,dudh
0.0,-4.60517,0.109794,0.175519,0.625537,0.00923013,7.5,5.0,-2.5,0.06,0.857143,2.64828,0.857143,4,0.0454606,0.0332016,183.691,0.0,0.157895,0,dudh
0.0,-4.60517,0.172931,0.247307,0.699254,0.0168427,7.5,5.0,-2.5,0.14,2.0,2.19271,2.0,4,0.052915,0.0253358,186.952,57.616,0.526316,0,dudh
0.03,-3.21888,0.101621,0.173261,0.586518,-0.0112727,0.0,5.0,5.0,0.29,1.0,2.07068,1.0,1,0.0,0.0122431,125.337,23.8443,0.526316,1,dudh
0.22,-1.46968,0.25362,0.271861,0.9329,-0.0233037,2.5,5.0,2.5,0.19,1.40741,1.5556,1.40741,2,0.0777817,0.030145,138.88,-31.9769,0.684211,0,dudh
0.0,-4.60517,0.367378,0.221927,1.6554,-0.00455843,7.5,2.5,-5.0,0.2,2.14286,1.4079,2.14286,3,0.0971253,0.048121,166.482,-1.51808,1.0,0,dudh
0.0,-4.60517,0.292976,0.291509,1.00503,-0.00162293,2.5,0.0,-2.5,0.2,1.33333,1.40632,1.33333,2,0.0707107,0.0518707,140.789,12.9653,1.0,0,dudh
0.0,-4.60517,0.22418,0.20888,1.07324,-0.0197208,0.0,5.0,5.0,0.01,1.0,1.0,1.0,40,0.0,0.0303208,145.259,-6.03012,0.631579,0,dudh
0.0,-4.60517,0.227018,0.108451,2.09326,-0.00716699,5.0,5.0,0.0,0.01,0.666667,1.0989,0.666667,2,0.00707107,0.0274888,135.779,29.0663,0.842105,0,dudh
0.0,-4.60517,0.166294,0.137746,1.20724,0.0128433,5.0,2.5,-2.5,0.13,1.5,1.69157,1.5,3,0.0665833,0.0268007,112.753,6.34227,0.578947,0,dudh
0.0,-4.60517,0.183807,0.195501,0.940181,0.0147202,2.5,5.0,2.5,0.06,0.5,2.15986,0.5,2,0.0848528,0.0457108,134.94,0.0,0.263158,0,dudh
0.0,-4.60517,0.218272,0.119841,1.82134,-0.000606637,5.0,7.5,2.5,0.19,1.52,1.76794,1.52,2,0.0919239,0.0282168,180.625,-75.2639,0.789474,0,dudh
0.0,-4.60517,0.19616,0.116386,1.68541,-0.00456507,5.0,7.5,2.5,0.21,1.55556,1.82464,1.55556,2,0.106066,0.0158533,170.437,24.4631,0.894737,0,dudh
0.03,-3.21888,0.11756,0.0669338,1.75634,-0.00456511,0.0,5.0,5.0,0.1,1.0,1.12702,1.0,1,0.0,0.0155102,153.76,72.4217,0.473684,0,dudh
0.0,-4.60517,0.0759374,0.183843,0.413054,0.00276026,7.5,2.5,-5.0,0.04,0.666667,1.2684,0.666667,3,0.06245,0.0179954,187.013,0.0,0.368421,0,dudh
0.0,-4.60517,0.167357,0.107333,1.55921,-0.00801969,2.5,2.5,0.0,0.31,1.0,2.03673,1.0,1,0.0,0.0132326,105.136,11.2359,1.0,0,dudh
0.0,-4.60517,0.206412,0.0811765,2.54273,-0.00749824,7.5,5.0,-2.5,0.02,0.428571,1.21729,0.428571,3,0.0550757,0.0335031,142.594,50.2954,0.894737,0,dudh
0.0,-4.60517,0.0811765,0.0768726,1.05597,0.0054582,2.5,5.0,2.5,0.06,1.0,1.44498,1.0,2,0.0,0.0144987,194.239,9.98969,0.631579,0,dudh
0.0,-4.60517,0.0825805,0.102907,0.80247,0.00321966,2.5,5.0,2.5,0.06,1.33333,1.4047,1.33333,2,0.0212132,0.0132363,179.742,25.001,0.736842,0,dudh
