pause_sec,log_pause,rms_before,rms_after,rms_ratio,energy_slope,rate_before,rate_after,rate_delta,last_segment_dur,segment_dur_ratio,vowel_energy_ratio,word_dur_ratio,n_segments,segment_variability,spectral_flux,pitch_mean,pitch_drop,voiced_fraction,y,source
0.0,-4.60517,0.146822,0.134199,1.09405,0.00495455,5.0,0.0,-5.0,0.04,0.857143,1.27727,0.857143,3,0.0404145,0.0322904,178.487,-15.5313,0.578947,0,avito_dev_director
0.21,-1.51413,0.0989594,0.103675,0.954504,-0.0112609,0.0,5.0,5.0,0.29,1.0,1.47149,1.0,1,0.0,0.0182168,154.653,-13.0751,0.842105,0,avito_dev_director
0.0,-4.60517,0.129778,0.124851,1.03945,0.00982576,2.5,7.5,5.0,0.3,1.0,2.06529,1.0,1,0.0,0.0407299,166.641,20.2712,0.473684,0,avito_dev_director
0.32,-1.10866,0.158673,0.0845856,1.87586,0.00489,5.0,7.5,2.5,0.24,1.84615,1.603,1.84615,2,0.155563,0.02763,168.816,-33.5243,0.894737,0,avito_dev_director
0.0,-4.60517,0.109754,0.0943693,1.16301,-0.0038113,5.0,7.5,2.5,0.01,0.142857,1.08338,0.142857,2,0.0848528,0.0274091,174.82,7.6468,0.263158,0,avito_dev_director
0.0,-4.60517,0.114107,0.134775,0.84664,0.00743663,7.5,7.5,0.0,0.07,1.07692,1.6734,1.07692,4,0.0129099,0.0259254,172.962,-5.10866,0.473684,0,avito_dev_director
0.0,-4.60517,0.145837,0.115122,1.26679,0.00943549,7.5,5.0,-2.5,0.14,1.55556,1.58644,1.55556,3,0.0458258,0.027498,170.81,3.16173,0.789474,0,avito_dev_director
0.03,-3.21888,0.0836135,0.145162,0.575996,-0.00268488,7.5,7.5,0.0,0.04,0.64,1.5107,0.64,4,0.0478714,0.0234521,167.409,0.8246,0.526316,0,avito_dev_director
0.0,-4.60517,0.135746,0.122792,1.10549,0.00763254,10.0,7.5,-2.5,0.11,1.83333,1.46922,1.83333,4,0.0439697,0.0216942,192.093,0.0,0.526316,0,avito_dev_director
0.0,-4.60517,0.114659,0.0434769,2.63717,0.00700154,5.0,12.5,7.5,0.09,0.782609,1.21975,0.782609,2,0.0353553,0.0253126,168.399,20.4087,0.684211,0,avito_dev_director
0.0,-4.60517,0.039623,0.0752276,0.526701,0.00344924,12.5,5.0,-7.5,0.04,0.769231,2.09561,0.769231,5,0.0672309,0.0127657,165.568,4.27963,0.157895,0,avito_dev_director
0.09,-2.30259,0.0586499,0.115441,0.508046,0.0060417,10.0,5.0,-5.0,0.07,1.2069,2.04838,1.2069,5,0.0672309,0.0135673,160.706,0.0,0.263158,0,avito_dev_director
0.0,-4.60517,0.100141,0.0917835,1.09104,0.00807072,10.0,2.5,-7.5,0.15,2.0,2.12161,2.0,4,0.0660808,0.0247723,161.697,7.07919,0.631579,0,avito_dev_director
0.0,-4.60517,0.0612547,0.129626,0.472546,-0.0070382,0.0,5.0,5.0,0.3,1.0,1.7801,1.0,1,0.0,0.0142132,153.821,-12.6177,0.473684,0,avito_dev_director
0.0,-4.60517,0.14793,0.229205,0.645402,0.011339,5.0,5.0,0.0,0.08,0.888889,2.71948,0.888889,3,0.0173205,0.0307067,193.433,-57.2175,0.736842,0,avito_dev_director
0.54,-0.597837,0.127844,0.202213,0.63222,-0.0105097,0.0,7.5,7.5,0.27,1.0,1.20854,1.0,1,0.0,0.0273755,247.357,0.0,0.368421,0,avito_dev_director
0.42,-0.84397,0.18901,0.200005,0.945018,0.00233688,12.5,7.5,-5.0,0.01,0.714286,1.0501,0.714286,5,0.00894427,0.0221932,164.711,0.0,0.421053,0,avito_dev_director
0.0,-4.60517,0.176019,0.163317,1.07777,0.000506581,2.5,10.0,7.5,0.31,1.0,1.82442,1.0,1,0.0,0.053588,159.702,0.154861,0.631579,0,avito_dev_director
0.0,-4.60517,0.168432,0.16398,1.02714,0.00564261,7.5,0.0,-7.5,0.13,1.34483,1.59041,1.34483,3,0.057735,0.0463959,159.639,1.48557,0.526316,0,avito_dev_director
0.0,-4.60517,0.180377,0.171508,1.05171,0.00182475,10.0,0.0,-10.0,0.01,0.307692,1.20259,0.307692,4,0.0386221,0.0419429,166.087,-16.938,0.473684,0,avito_dev_director
0.0,-4.60517,0.18441,0.170831,1.07948,-0.00141747,5.0,2.5,-2.5,0.02,0.5,1.10175,0.5,2,0.0282843,0.0300693,176.678,-34.1082,0.631579,0,avito_dev_director
0.24,-1.38629,0.161716,0.105024,1.53979,-0.00412454,7.5,7.5,0.0,0.01,0.8,1.14436,0.8,4,0.005,0.0169167,188.694,8.3976,0.789474,0,avito_dev_director
0.0,-4.60517,0.0488036,0.106037,0.460248,0.00089824,2.5,7.5,5.0,0.04,0.266667,1.80037,0.266667,2,0.155563,0.0113734,193.947,0.0,0.105263,0,avito_dev_director
0.0,-4.60517,0.104031,0.152012,0.684352,0.00165733,2.5,7.5,5.0,0.17,1.13333,2.06592,1.13333,2,0.0282843,0.0256786,168.613,7.12119,0.789474,0,avito_dev_director
0.049,-2.83022,0.14398,0.187494,0.767915,0.0115036,7.5,5.0,-2.5,0.12,1.38462,1.91133,1.38462,3,0.057735,0.0296086,162.803,9.61469,0.789474,0,avito_dev_director
1.771,0.577175,0.0121914,0.0841202,0.144926,-0.00107445,0.0,7.5,7.5,0.25,1.0,1.92489,1.0,1,0.0,0.00238806,166.667,0.0,0.0526316,0,avito_dev_director
0.0,-4.60517,0.165756,0.139628,1.18711,-9.04608e-05,7.5,7.5,0.0,0.05,0.576923,1.51866,0.576923,3,0.0472582,0.042102,163.805,-1.72443,0.789474,0,avito_dev_director
0.0,-4.60517,0.125474,0.121518,1.03255,-0.00218485,10.0,10.0,0.0,0.06,1.2,1.67503,1.2,4,0.0216025,0.0301921,165.153,3.24283,0.578947,0,avito_dev_director
0.0,-4.60517,0.142579,0.0698047,2.04251,0.00180413,7.5,0.0,-7.5,0.1,1.81818,1.41609,1.81818,4,0.0369685,0.0253156,155.21,7.67308,0.842105,0,avito_dev_director
0.649,-0.417032,0.122255,0.220243,0.55509,-0.00651873,7.5,2.5,-5.0,0.1,1.875,1.34268,1.875,3,0.0450925,0.0186778,151.124,4.56068,0.789474,0,avito_dev_director
0.06,-2.65926,0.204388,0.202594,1.00885,-0.0152626,2.5,5.0,2.5,0.17,1.21429,1.53709,1.21429,2,0.0424264,0.0281919,254.799,-30.9359,0.947368,0,avito_dev_director
1.57,0.457425,0.0916195,0.130912,0.699853,-0.0059094,5.0,12.5,7.5,0.08,0.666667,1.48057,0.666667,2,0.0565685,0.0158768,160.0,0.0,0.0526316,0,avito_dev_director
0.0,-4.60517,0.132614,0.155896,0.850647,0.00482516,7.5,5.0,-2.5,0.15,2.14286,1.63771,2.14286,4,0.0547723,0.0326854,135.887,45.442,0.736842,0,avito_dev_director
0.0,-4.60517,0.138682,0.154236,0.899151,-0.000181887,10.0,10.0,0.0,0.01,0.571429,1.18867,0.571429,4,0.00957427,0.0203239,117.608,-9.78178,0.894737,0,avito_dev_director
0.0,-4.60517,0.161526,0.123431,1.30862,-0.000442304,5.0,5.0,0.0,0.01,1.0,1.00656,1.0,2,0.0,0.0210748,132.231,0.0,0.105263,1,avito_dev_director
0.0,-4.60517,0.124806,0.0688302,1.81322,0.00715227,2.5,7.5,5.0,0.04,1.0,1.02975,1.0,1,0.0,0.0221707,113.514,-1.47855,0.631579,1,avito_dev_director
0.0,-4.60517,0.127275,0.0962245,1.32267,-0.00470815,5.0,5.0,0.0,0.07,1.4,1.20685,1.4,3,0.0264575,0.0232734,113.761,-1.49696,0.526316,1,avito_dev_director
0.0,-4.60517,0.081829,0.144126,0.567757,0.00701849,7.5,0.0,-7.5,0.03,0.48,1.57171,0.48,4,0.0471699,0.0231934,108.108,0.0,0.0526316,0,avito_dev_director
0.0,-4.60517,0.0833108,0.143372,0.581079,-0.00382967,2.5,10.0,7.5,0.04,1.0,1.01219,1.0,1,0.0,0.00696655,99.9222,-2.73136,0.578947,1,avito_dev_director
0.35,-1.02165,0.0994111,0.11956,0.831466,0.00442747,0.0,5.0,5.0,0.03,1.0,1.07312,1.0,1,0.0,0.00777272,103.96,1.35382,0.842105,1,avito_dev_director
0.16,-1.77196,0.119584,0.0949582,1.25932,-0.000878084,10.0,0.0,-10.0,0.11,2.09524,2.26313,2.09524,4,0.0419325,0.0277455,216.354,-17.4411,0.368421,1,avito_dev_director
0.47,-0.733969,0.0841696,0.0589133,1.42868,-0.00468845,0.0,7.5,7.5,0.01,1.0,1.0,1.0,40,0.0,0.00925859,98.1843,1.81566,0.578947,0,avito_dev_director
0.0,-4.60517,0.0646348,0.0435254,1.48496,0.00674432,7.5,5.0,-2.5,0.08,1.28,2.36426,1.28,4,0.0386221,0.0191026,130.116,0.0,0.105263,0,avito_dev_director
0.0,-4.60517,0.0758247,0.0441512,1.71735,-0.00582247,5.0,5.0,0.0,0.03,0.333333,2.06172,0.333333,3,0.072111,0.0205158,117.053,-27.2686,0.263158,0,avito_dev_director
0.06,-2.65926,0.0456537,0.067274,0.678614,0.00221764,7.5,5.0,-2.5,0.06,0.857143,1.91909,0.857143,3,0.0655744,0.0172166,115.948,1.68041,0.105263,0,avito_dev_director
0.0,-4.60517,0.0680185,0.0442565,1.53688,-0.0029885,5.0,7.5,2.5,0.21,1.5,2.08804,1.5,2,0.0989949,0.0148377,103.576,-7.02398,0.210526,0,avito_dev_director
0.45,-0.776529,0.0381763,0.0815616,0.468061,-0.00213559,2.5,12.5,10.0,0.01,1.0,1.0,1.0,1,0.0,0.00629152,113.573,1.40839,0.789474,0,avito_dev_director
0.07,-2.52573,0.0722172,0.158008,0.457046,0.00220989,12.5,10.0,-2.5,0.01,0.230769,2.7229,0.230769,6,0.036697,0.0255463,105.263,0.0,0.0526316,0,avito_dev_director
0.11,-2.12026,0.136623,0.0805159,1.69683,0.00743778,10.0,12.5,2.5,0.1,1.53846,2.39068,1.53846,4,0.0387298,0.0499103,331.712,42.5661,0.210526,1,avito_dev_director
0.0,-4.60517,0.143838,0.11503,1.25043,-0.0108278,7.5,5.0,-2.5,0.04,0.428571,2.10796,0.428571,3,0.0757188,0.0418069,349.696,-6.83585,0.368421,0,avito_dev_director
0.0,-4.60517,0.1228,0.039533,3.1062,-0.0079993,7.5,7.5,0.0,0.21,2.25,2.01783,2.25,3,0.102144,0.020774,128.073,28.8379,0.947368,0,avito_dev_director
0.0,-4.60517,0.0447416,0.0646097,0.692479,0.00426244,2.5,5.0,2.5,0.07,0.482759,2.45234,0.482759,2,0.106066,0.0144896,165.895,87.7684,0.157895,0,avito_dev_director
0.03,-3.21888,0.0528266,0.0837613,0.630672,0.00281813,5.0,12.5,7.5,0.01,0.107143,2.22549,0.107143,3,0.0763763,0.0197577,107.383,0.0,0.0526316,0,avito_dev_director
0.1,-2.20727,0.0812839,0.0839581,0.968137,0.00583688,7.5,5.0,-2.5,0.16,1.71429,1.63076,1.71429,3,0.0763763,0.0117935,113.381,7.7362,0.631579,0,avito_dev_director
0.03,-3.21888,0.0741621,0.108449,0.683839,-0.000703623,5.0,7.5,2.5,0.14,1.55556,3.68343,1.55556,3,0.0458258,0.0199782,387.302,19.0476,0.157895,0,avito_dev_director
0.0,-4.60517,0.0888468,0.0980884,0.905774,0.00985458,5.0,7.5,2.5,0.11,0.846154,2.34615,0.846154,2,0.0282843,0.0138021,98.1989,0.0,0.157895,0,avito_dev_director
0.0,-4.60517,0.112623,0.130412,0.863586,0.0022317,7.5,2.5,-5.0,0.05,0.740741,1.88213,0.740741,4,0.035,0.0414743,117.647,0.0,0.0526316,0,avito_dev_director
0.0,-4.60517,0.118083,0.079472,1.48583,-0.00463776,7.5,5.0,-2.5,0.13,2.16667,1.26118,2.16667,3,0.0608276,0.00797198,97.606,3.32682,0.842105,0,avito_dev_director
0.94,-0.0512933,0.0874452,0.111619,0.783419,0.000434223,2.5,10.0,7.5,0.07,0.482759,1.31875,0.482759,2,0.106066,0.0217893,128.067,-43.7721,0.210526,0,avito_dev_director
0.431,-0.81871,0.115574,0.0886023,1.3044,-0.0012553,7.5,12.5,5.0,0.04,1.33333,1.21165,1.33333,3,0.01,0.0304088,98.2187,0.0,0.105263,1,avito_dev_director
0.0,-4.60517,0.067824,0.0849757,0.798147,0.000553037,7.5,7.5,0.0,0.16,2.46154,2.56352,2.46154,4,0.0685565,0.0168281,101.918,0.0,0.421053,0,avito_dev_director
0.03,-3.21888,0.0849757,0.205863,0.412776,-0.00113329,10.0,5.0,-5.0,0.03,0.571429,1.603,0.571429,4,0.0206155,0.021733,128.187,0.0,0.157895,0,avito_dev_director
0.0,-4.60517,0.223989,0.160718,1.39367,-0.0110235,2.5,7.5,5.0,0.26,1.0,1.90054,1.0,1,0.0,0.0331034,211.152,10.3768,0.578947,0,avito_dev_director
0.0,-4.60517,0.136413,0.163812,0.832738,-0.00726862,7.5,12.5,5.0,0.01,0.15,1.68151,0.15,3,0.0981495,0.0244247,197.531,0.0,0.0526316,0,avito_dev_director
0.0,-4.60517,0.23371,0.138202,1.69107,-0.0108816,5.0,7.5,2.5,0.15,1.95652,1.45028,1.95652,3,0.0702377,0.0578426,206.99,-11.6984,0.789474,0,avito_dev_director
0.0,-4.60517,0.14138,0.161721,0.874212,0.00432986,10.0,7.5,-2.5,0.02,0.571429,1.31454,0.571429,4,0.043589,0.0208204,198.003,40.7044,0.736842,0,avito_dev_director
0.0,-4.60517,0.136405,0.16114,0.846493,-0.000984181,10.0,7.5,-2.5,0.02,0.571429,1.31454,0.571429,4,0.043589,0.0215727,186.896,23.074,0.789474,0,avito_dev_director
0.0,-4.60517,0.16101,0.114856,1.40182,-0.00298131,7.5,7.5,0.0,0.11,1.26923,1.54267,1.26923,3,0.0680686,0.0387305,220.324,-11.8516,0.684211,0,avito_dev_director
0.0,-4.60517,0.112462,0.0656422,1.71324,0.00753599,7.5,2.5,-5.0,0.15,1.66667,1.69442,1.66667,3,0.072111,0.0209929,176.757,32.8802,0.789474,0,avito_dev_director
0.0,-4.60517,0.126934,0.140168,0.905578,-0.00278808,7.5,0.0,-7.5,0.01,0.130435,2.5637,0.130435,3,0.11547,0.048716,205.155,-164.801,0.473684,0,avito_dev_director
0.1,-2.20727,0.0840634,0.0851599,0.987114,-0.00698654,7.5,7.5,0.0,0.08,1.26316,1.82343,1.26316,3,0.0152753,0.0149603,167.6,-68.5702,0.578947,1,avito_dev_director
0.0,-4.60517,0.0716529,0.0942719,0.760058,0.00624,5.0,7.5,2.5,0.09,1.0,2.26873,1.0,3,0.08,0.0162021,112.258,0.0,0.263158,0,avito_dev_director
1.759,0.570414,0.10129,0.0556352,1.82057,0.00258716,5.0,12.5,7.5,0.24,2.66667,1.89614,2.66667,3,0.13,0.0192091,107.355,2.08904,0.631579,0,avito_dev_director
0.0,-4.60517,0.0441996,0.108451,0.407551,0.000434668,12.5,5.0,-7.5,0.01,0.25,2.23469,0.25,6,0.0296648,0.0116746,135.468,-52.2434,0.473684,0,avito_dev_director
0.06,-2.65926,0.109129,0.0553845,1.97036,0.00063708,7.5,7.5,0.0,0.15,1.55172,2.25599,1.55172,3,0.0757188,0.021475,102.052,-3.90447,0.421053,0,avito_dev_director
0.12,-2.04022,0.0559207,0.0914317,0.611606,-0.0010478,5.0,2.5,-2.5,0.14,1.44828,2.06774,1.44828,3,0.0665833,0.0135641,98.7339,-3.06922,0.368421,1,avito_dev_director
0.0,-4.60517,0.0725276,0.113883,0.636853,0.00415989,7.5,2.5,-5.0,0.15,2.06897,2.8359,2.06897,4,0.060208,0.0211771,98.7654,0.0,0.0526316,0,avito_dev_director
0.0,-4.60517,0.107172,0.0821103,1.3052,0.00424334,7.5,2.5,-5.0,0.21,2.89655,2.10726,2.89655,4,0.0917878,0.0164563,98.3702,0.474312,0.315789,0,avito_dev_director
0.0,-4.60517,0.113883,0.062175,1.83163,-0.00858171,2.5,7.5,5.0,0.3,1.0,1.48401,1.0,1,0.0,0.00872509,115.022,-71.3322,0.631579,0,avito_dev_director
0.0,-4.60517,0.0875148,0.0641621,1.36394,-0.00996541,7.5,10.0,2.5,0.19,2.11111,1.38195,2.11111,3,0.0916515,0.00835477,157.525,-113.354,0.578947,0,avito_dev_director
4.279,1.45605,0.0340279,0.127759,0.266343,0.000200215,5.0,5.0,0.0,0.07,0.777778,2.91966,0.777778,3,0.043589,0.0115558,234.671,0.0,0.210526,0,avito_dev_director
0.0,-4.60517,0.0501232,0.0762413,0.657419,0.00196601,10.0,5.0,-5.0,0.04,0.869565,1.90343,0.869565,5,0.0328634,0.0165214,100.629,0.0,0.0526316,0,avito_dev_director
0.23,-1.42712,0.0762318,0.064884,1.17488,0.00269651,7.5,10.0,2.5,0.12,1.77778,2.63554,1.77778,4,0.0607591,0.0204375,110.174,0.0,0.210526,0,avito_dev_director
0.0,-4.60517,0.081999,0.134528,0.609526,0.00630072,10.0,0.0,-10.0,0.06,1.25,2.19807,1.25,5,0.0414729,0.0195617,107.856,7.71835,0.473684,0,avito_dev_director
0.72,-0.314711,0.115386,0.178258,0.647295,-0.00823311,5.0,5.0,0.0,0.05,0.483871,1.34784,0.483871,3,0.128582,0.0289888,96.7523,0.0,0.315789,0,avito_dev_director
0.0,-4.60517,0.187473,0.0864023,2.16974,-0.013979,5.0,10.0,5.0,0.12,1.0,1.313,1.0,2,0.0,0.0327023,210.505,103.705,0.526316,0,avito_dev_director
0.681,-0.369615,0.0661753,0.114564,0.577624,0.000838723,5.0,5.0,0.0,0.05,0.681818,1.9185,0.681818,3,0.0208167,0.0191116,97.2148,0.0,0.157895,0,avito_dev_director
0.0,-4.60517,0.149828,0.0532526,2.81348,-0.00894253,7.5,7.5,0.0,0.13,1.95,1.41872,1.95,3,0.0602771,0.0295803,253.694,194.114,0.210526,0,avito_dev_director
0.0,-4.60517,0.101151,0.10106,1.00088,-0.00472375,7.5,5.0,-2.5,0.03,0.391304,1.54903,0.391304,3,0.0896289,0.0241841,97.6458,0.0,0.421053,0,avito_dev_director
0.0,-4.60517,0.103669,0.103589,1.00076,0.00634565,2.5,2.5,0.0,0.08,0.551724,1.76983,0.551724,2,0.0919239,0.0283586,110.093,0.0,0.157895,0,avito_dev_director
0.0,-4.60517,0.0855366,0.0261934,3.26546,0.00210454,5.0,5.0,0.0,0.16,1.77778,2.8376,1.77778,3,0.0655744,0.0174059,100.633,0.578865,0.578947,1,avito_dev_director
0.0,-4.60517,0.0248997,0.0143981,1.72925,0.000679681,12.5,5.0,-7.5,0.01,0.208333,2.09161,0.208333,5,0.0683374,0.0112815,125.511,0.0,0.210526,0,avito_dev_director
0.75,-0.274437,0.0137624,0.0898628,0.153148,0.00028093,5.0,12.5,7.5,0.04,0.545455,3.03518,0.545455,3,0.0665833,0.00410984,127.15,-6.98954,0.789474,0,avito_dev_director
0.0,-4.60517,0.119528,0.178467,0.669746,-0.00124111,10.0,2.5,-7.5,0.03,0.576923,2.11335,0.576923,5,0.0443847,0.0371531,112.348,0.0,0.105263,0,avito_dev_director
0.0,-4.60517,0.124142,0.101258,1.22599,-0.000683339,0.0,7.5,7.5,0.01,1.0,1.0,1.0,40,0.0,0.00749298,96.2912,-1.2207,0.842105,0,avito_dev_director
0.92,-0.0725707,0.101258,0.16106,0.628693,-0.00808485,0.0,0.0,0.0,0.01,1.0,1.0,1.0,40,0.0,0.0104948,112.806,-27.3595,0.368421,1,avito_dev_director
0.05,-2.81341,0.130449,0.069157,1.88624,-0.000780851,7.5,10.0,2.5,0.04,0.666667,1.58368,0.666667,3,0.0264575,0.0382012,146.474,-10.0427,0.263158,0,avito_dev_director
0.0,-4.60517,0.0552734,0.106964,0.516744,0.00194849,12.5,2.5,-10.0,0.01,0.230769,2.34127,0.230769,6,0.039833,0.0203822,102.579,0.0,0.210526,0,avito_dev_director
0.53,-0.616186,0.139333,0.111145,1.25361,-0.00827097,2.5,0.0,-2.5,0.2,1.37931,1.51857,1.37931,2,0.0777817,0.0125599,95.9789,0.0,0.315789,0,avito_dev_director
0.0,-4.60517,0.128077,0.0956523,1.33897,8.39294e-05,0.0,2.5,2.5,0.01,1.0,1.0,1.0,40,0.0,0.00733781,102.199,1.26845,1.0,0,avito_dev_director
0.0,-4.60517,0.076183,0.0983413,0.774672,0.00714029,2.5,7.5,5.0,0.04,0.275862,2.06363,0.275862,2,0.148492,0.015353,151.027,13.2236,0.210526,0,avito_dev_director
0.0,-4.60517,0.0962028,0.0990917,0.970836,0.00776725,2.5,7.5,5.0,0.11,0.758621,2.15744,0.758621,2,0.0494975,0.0260273,113.189,0.0,0.105263,0,avito_dev_director
0.0,-4.60517,0.115043,0.0500939,2.29651,-0.001077,7.5,5.0,-2.5,0.25,2.77778,1.6402,2.77778,3,0.138564,0.0139824,93.0891,2.48639,0.315789,0,avito_dev_director
0.19,-1.60944,0.079465,0.117008,0.679135,-0.00474117,10.0,5.0,-5.0,0.01,0.148148,1.53814,0.148148,4,0.115,0.0196298,0.0,0.0,0.0,0,avito_dev_director
0.0,-4.60517,0.147082,0.0855532,1.71917,0.00281664,10.0,7.5,-2.5,0.03,0.631579,1.6429,0.631579,4,0.0221736,0.0404964,215.066,-8.22061,0.473684,0,avito_dev_director
0.0,-4.60517,0.0681952,0.10722,0.636024,-0.00453736,5.0,5.0,0.0,0.01,0.103448,2.15525,0.103448,3,0.080829,0.0155945,107.194,-2.07584,0.578947,1,avito_dev_director
0.0,-4.60517,0.0879796,0.089546,0.982497,-0.000421158,7.5,5.0,-2.5,0.03,0.413793,2.2331,0.413793,4,0.0623832,0.0200552,107.194,-4.55318,0.578947,0,avito_dev_director
0.0,-4.60517,0.0894112,0.0708858,1.26132,0.00541628,7.5,5.0,-2.5,0.1,1.37931,2.01941,1.37931,4,0.045,0.0258417,107.151,8.82195,0.315789,0,avito_dev_director
0.0,-4.60517,0.0824174,0.106914,0.770866,-0.00256317,7.5,7.5,0.0,0.01,0.181818,1.87454,0.181818,4,0.0310913,0.0118117,99.1965,4.10498,0.421053,0,avito_dev_director
0.0,-4.60517,0.107411,0.11488,0.934973,0.00725737,5.0,5.0,0.0,0.09,1.5,1.46605,1.5,3,0.03,0.0299866,163.453,39.2679,0.631579,0,avito_dev_director
0.41,-0.867501,0.0722509,0.111292,0.649194,-0.0034871,2.5,7.5,5.0,0.07,1.27273,1.26333,1.27273,2,0.0212132,0.0349281,102.806,-13.8588,0.157895,0,avito_dev_director
0.12,-2.04022,0.132267,0.0312752,4.22901,0.00130015,5.0,10.0,5.0,0.09,1.03846,1.31301,1.03846,3,0.0450925,0.0213124,109.327,21.7337,0.631579,0,avito_dev_director
0.15,-1.83258,0.110907,0.115806,0.957686,0.00369023,7.5,2.5,-5.0,0.11,1.69231,2.7279,1.69231,4,0.0640312,0.0272539,136.251,40.1351,0.368421,0,avito_dev_director
0.0,-4.60517,0.113674,0.0807853,1.4071,-0.00463912,2.5,7.5,5.0,0.25,1.85185,1.32036,1.85185,2,0.162635,0.0093503,95.5925,1.33038,0.526316,0,avito_dev_director
4.319,1.46534,0.0904061,0.1189,0.760349,-0.00582425,5.0,5.0,0.0,0.05,0.333333,1.46894,0.333333,2,0.141421,0.0222926,131.985,0.0,0.210526,0,avito_dev_director
0.59,-0.510826,0.0227695,0.198782,0.114545,0.000176326,2.5,12.5,10.0,0.08,0.516129,1.80103,0.516129,2,0.106066,0.0110408,142.17,0.0,0.263158,0,avito_dev_director
0.0,-4.60517,0.16412,0.106698,1.53817,-0.00327702,12.5,7.5,-5.0,0.09,2.84211,1.65084,2.84211,6,0.030605,0.0460276,172.008,4.23949,0.631579,0,avito_dev_director
0.0,-4.60517,0.136997,0.100231,1.36679,-0.00534929,10.0,12.5,2.5,0.03,0.714286,1.73327,0.714286,5,0.0258844,0.0379864,147.967,12.8945,0.947368,0,avito_dev_director
0.0,-4.60517,0.139212,0.148922,0.934796,0.00627009,12.5,7.5,-5.0,0.09,3.17647,1.27554,3.17647,6,0.030605,0.0288422,187.19,16.5331,0.368421,0,avito_dev_director
2.591,0.955896,0.112294,0.0942837,1.19101,-0.0065197,12.5,10.0,-2.5,0.02,0.571429,1.38037,0.571429,6,0.0197484,0.0326443,168.459,0.0,0.157895,0,avito_dev_director
0.0,-4.60517,0.0942837,0.0544638,1.73109,0.00597179,2.5,7.5,5.0,0.22,1.83333,2.40608,1.83333,2,0.141421,0.0195147,120.628,17.6658,0.736842,0,avito_dev_director
1.36,0.314811,0.0680556,0.102937,0.66113,-0.00692187,2.5,10.0,7.5,0.29,1.0,1.84827,1.0,1,0.0,0.00893566,94.8923,-1.4485,0.368421,0,avito_dev_director
0.0,-4.60517,0.168146,0.0764061,2.20066,0.011304,5.0,12.5,7.5,0.13,1.77273,1.55383,1.77273,3,0.0550757,0.0240316,208.045,-18.4285,0.631579,0,avito_dev_director
0.0,-4.60517,0.118787,0.190347,0.624056,0.00658046,10.0,2.5,-7.5,0.09,1.89474,2.40219,1.89474,4,0.0386221,0.0320913,225.755,0.0,0.105263,0,avito_dev_director
0.0,-4.60517,0.190347,0.119426,1.59383,-0.00505312,5.0,2.5,-2.5,0.1,1.66667,1.23559,1.66667,2,0.0565685,0.0224401,183.008,31.2532,0.947368,0,avito_dev_director
0.0,-4.60517,0.117513,0.0681893,1.72331,0.00217342,0.0,2.5,2.5,0.07,1.0,1.06379,1.0,1,0.0,0.0310426,153.233,15.9843,0.894737,0,avito_dev_director
0.19,-1.60944,0.069359,0.232464,0.298363,0.00350425,2.5,5.0,2.5,0.04,0.266667,2.18139,0.266667,2,0.155563,0.0165935,162.454,-17.5134,0.368421,0,avito_dev_director
0.05,-2.81341,0.205319,0.170247,1.206,-0.00828183,2.5,10.0,7.5,0.26,1.7931,1.28727,1.7931,2,0.162635,0.0293124,214.556,48.1457,0.894737,0,avito_dev_director
0.0,-4.60517,0.128201,0.0571322,2.24389,-0.00800375,2.5,5.0,2.5,0.2,1.73913,1.56481,1.73913,2,0.120208,0.0201383,148.805,11.5609,1.0,0,avito_dev_director
0.0,-4.60517,0.0823591,0.0522358,1.57665,-0.0044941,7.5,5.0,-2.5,0.01,0.136364,1.63423,0.136364,3,0.109697,0.0240602,145.141,-12.0829,0.578947,0,avito_dev_director
0.36,-0.994252,0.0564376,0.132059,0.427363,-0.00156702,7.5,15.0,7.5,0.08,1.23077,1.81742,1.23077,4,0.0341565,0.0225654,175.426,0.0,0.263158,0,avito_dev_director
0.0,-4.60517,0.0803421,0.151479,0.530381,0.0078637,5.0,7.5,2.5,0.1,0.8,5.17713,0.8,2,0.0353553,0.0232444,177.768,0.0118561,0.368421,0,avito_dev_director
0.0,-4.60517,0.131066,0.0492331,2.6621,-0.00770345,10.0,5.0,-5.0,0.01,0.227273,1.82334,0.227273,5,0.0343511,0.0318781,110.152,12.8018,0.473684,0,avito_dev_director
0.37,-0.967584,0.0499589,0.121805,0.41015,-0.00114737,7.5,5.0,-2.5,0.01,0.214286,1.59897,0.214286,3,0.0472582,0.00672144,103.214,2.02148,0.736842,1,avito_dev_director
0.0,-4.60517,0.0779172,0.144372,0.539692,0.00251365,2.5,0.0,-2.5,0.04,1.0,1.18919,1.0,1,0.0,0.0149688,107.1,-1.95961,0.736842,0,avito_dev_director
0.14,-1.89712,0.100506,0.0753348,1.3341,-0.0061781,7.5,7.5,0.0,0.01,0.235294,1.21431,0.235294,4,0.0403113,0.00998418,107.602,5.147,0.789474,0,avito_dev_director
0.17,-1.7148,0.0724444,0.047802,1.51548,0.0019827,10.0,7.5,-2.5,0.04,0.666667,1.93288,0.666667,4,0.0182574,0.0264027,0.0,0.0,0.0,1,avito_dev_director
0.0,-4.60517,0.0470908,0.0907242,0.519049,0.00403123,5.0,10.0,5.0,0.14,0.965517,2.42857,0.965517,2,0.00707106,0.00927631,109.252,21.9616,0.526316,0,avito_dev_director
